department,commodity_desc,week_no,weekly_sales_value
MEAT-PCKGD,HEAT/SERVE,26,261.17
MEAT-PCKGD,HEAT/SERVE,27,287.09
MEAT-PCKGD,HEAT/SERVE,28,215.68
MEAT-PCKGD,HEAT/SERVE,29,346.87
MEAT-PCKGD,HEAT/SERVE,30,247.05
MEAT-PCKGD,HEAT/SERVE,31,343.79
MEAT-PCKGD,HEAT/SERVE,32,201.06
MEAT-PCKGD,HEAT/SERVE,33,346.43
MEAT-PCKGD,HEAT/SERVE,34,328.26
MEAT-PCKGD,HEAT/SERVE,35,395.22
MEAT-PCKGD,HEAT/SERVE,36,211.97
MEAT-PCKGD,HEAT/SERVE,37,388.05
MEAT-PCKGD,HEAT/SERVE,38,277.37
MEAT-PCKGD,HEAT/SERVE,39,286.86
MEAT-PCKGD,HEAT/SERVE,40,274.19
MEAT-PCKGD,HEAT/SERVE,41,364.93
MEAT-PCKGD,HEAT/SERVE,42,319.2
MEAT-PCKGD,HEAT/SERVE,43,275.86
MEAT-PCKGD,HEAT/SERVE,44,348.0
MEAT-PCKGD,HEAT/SERVE,45,360.42
MEAT-PCKGD,HEAT/SERVE,46,388.78
MEAT-PCKGD,HEAT/SERVE,47,395.23
MEAT-PCKGD,HEAT/SERVE,48,318.85
MEAT-PCKGD,HEAT/SERVE,49,304.2
MEAT-PCKGD,HEAT/SERVE,50,320.26
MEAT-PCKGD,HEAT/SERVE,51,325.19
MEAT-PCKGD,HEAT/SERVE,52,307.46
MEAT-PCKGD,HEAT/SERVE,53,310.82
MEAT-PCKGD,HEAT/SERVE,54,418.94
MEAT-PCKGD,HEAT/SERVE,55,293.25
MEAT-PCKGD,HEAT/SERVE,56,304.78
MEAT-PCKGD,HEAT/SERVE,57,311.33
MEAT-PCKGD,HEAT/SERVE,58,274.63
MEAT-PCKGD,HEAT/SERVE,59,372.45
MEAT-PCKGD,HEAT/SERVE,60,273.56
MEAT-PCKGD,HEAT/SERVE,61,276.47
MEAT-PCKGD,HEAT/SERVE,62,238.5
MEAT-PCKGD,HEAT/SERVE,63,329.62
MEAT-PCKGD,HEAT/SERVE,64,279.37
MEAT-PCKGD,HEAT/SERVE,65,296.33
MEAT-PCKGD,HEAT/SERVE,66,230.97
MEAT-PCKGD,HEAT/SERVE,67,401.99
MEAT-PCKGD,HEAT/SERVE,68,339.82
MEAT-PCKGD,HEAT/SERVE,69,262.58
MEAT-PCKGD,HEAT/SERVE,70,307.52
MEAT-PCKGD,HEAT/SERVE,71,251.31
MEAT-PCKGD,HEAT/SERVE,72,327.32
MEAT-PCKGD,HEAT/SERVE,73,233.03
MEAT-PCKGD,HEAT/SERVE,74,266.95
MEAT-PCKGD,HEAT/SERVE,75,213.39
MEAT-PCKGD,HEAT/SERVE,76,293.06
MEAT-PCKGD,HEAT/SERVE,77,318.12
MEAT-PCKGD,HEAT/SERVE,78,339.55
MEAT-PCKGD,HEAT/SERVE,79,241.74
MEAT-PCKGD,HEAT/SERVE,80,308.45
MEAT-PCKGD,HEAT/SERVE,81,319.35
MEAT-PCKGD,HEAT/SERVE,82,393.96
MEAT-PCKGD,HEAT/SERVE,83,396.05
MEAT-PCKGD,HEAT/SERVE,84,327.7
MEAT-PCKGD,HEAT/SERVE,85,326.96
MEAT-PCKGD,HEAT/SERVE,86,251.97
MEAT-PCKGD,HEAT/SERVE,87,407.55
MEAT-PCKGD,HEAT/SERVE,88,442.82
MEAT-PCKGD,HEAT/SERVE,89,336.03
MEAT-PCKGD,HEAT/SERVE,90,218.74
MEAT-PCKGD,HEAT/SERVE,91,212.18
MEAT-PCKGD,HEAT/SERVE,92,296.07
MEAT-PCKGD,HEAT/SERVE,93,265.84
MEAT-PCKGD,HEAT/SERVE,94,357.77
MEAT-PCKGD,HEAT/SERVE,95,314.29
MEAT-PCKGD,HEAT/SERVE,96,275.29
MEAT-PCKGD,HEAT/SERVE,97,358.91
MEAT-PCKGD,HEAT/SERVE,98,418.2
MEAT-PCKGD,HEAT/SERVE,99,333.09
MEAT-PCKGD,HEAT/SERVE,100,314.47
MEAT-PCKGD,HEAT/SERVE,101,323.35
MEAT-PCKGD,HEAT/SERVE,102,177.56
MEAT-PCKGD,HOT DOGS,1,27.58
MEAT-PCKGD,HOT DOGS,2,85.88
MEAT-PCKGD,HOT DOGS,3,136.04
MEAT-PCKGD,HOT DOGS,4,132.4
MEAT-PCKGD,HOT DOGS,5,112.79
MEAT-PCKGD,HOT DOGS,6,79.76
MEAT-PCKGD,HOT DOGS,7,141.13
MEAT-PCKGD,HOT DOGS,8,165.85
MEAT-PCKGD,HOT DOGS,9,199.78
MEAT-PCKGD,HOT DOGS,10,413.97
MEAT-PCKGD,HOT DOGS,11,299.46
MEAT-PCKGD,HOT DOGS,12,246.57
MEAT-PCKGD,HOT DOGS,13,288.23
MEAT-PCKGD,HOT DOGS,14,381.33
MEAT-PCKGD,HOT DOGS,15,546.26
MEAT-PCKGD,HOT DOGS,16,439.11
MEAT-PCKGD,HOT DOGS,17,318.6
MEAT-PCKGD,HOT DOGS,18,332.34
MEAT-PCKGD,HOT DOGS,19,422.24
MEAT-PCKGD,HOT DOGS,20,410.84
MEAT-PCKGD,HOT DOGS,21,497.88
MEAT-PCKGD,HOT DOGS,22,301.98
MEAT-PCKGD,HOT DOGS,23,318.53
MEAT-PCKGD,HOT DOGS,24,549.48
MEAT-PCKGD,HOT DOGS,25,290.55
MEAT-PCKGD,HOT DOGS,26,385.57
MEAT-PCKGD,HOT DOGS,27,305.89
MEAT-PCKGD,HOT DOGS,28,367.66
MEAT-PCKGD,HOT DOGS,29,397.13
MEAT-PCKGD,HOT DOGS,30,265.42
MEAT-PCKGD,HOT DOGS,31,232.91
MEAT-PCKGD,HOT DOGS,32,310.47
MEAT-PCKGD,HOT DOGS,33,338.09
MEAT-PCKGD,HOT DOGS,34,301.66
MEAT-PCKGD,HOT DOGS,35,230.41
MEAT-PCKGD,HOT DOGS,36,202.97
MEAT-PCKGD,HOT DOGS,37,398.01
MEAT-PCKGD,HOT DOGS,38,298.41
MEAT-PCKGD,HOT DOGS,39,266.82
MEAT-PCKGD,HOT DOGS,40,170.97
MEAT-PCKGD,HOT DOGS,41,270.69
MEAT-PCKGD,HOT DOGS,42,386.29
MEAT-PCKGD,HOT DOGS,43,305.88
MEAT-PCKGD,HOT DOGS,44,310.66
MEAT-PCKGD,HOT DOGS,45,312.03
MEAT-PCKGD,HOT DOGS,46,442.15
MEAT-PCKGD,HOT DOGS,47,352.18
MEAT-PCKGD,HOT DOGS,48,200.81
MEAT-PCKGD,HOT DOGS,49,363.5
MEAT-PCKGD,HOT DOGS,50,363.72
MEAT-PCKGD,HOT DOGS,51,283.83
MEAT-PCKGD,HOT DOGS,52,298.43
MEAT-PCKGD,HOT DOGS,53,272.66
MEAT-PCKGD,HOT DOGS,54,352.76
MEAT-PCKGD,HOT DOGS,55,299.29
MEAT-PCKGD,HOT DOGS,56,407.53
MEAT-PCKGD,HOT DOGS,57,435.39
MEAT-PCKGD,HOT DOGS,58,385.67
MEAT-PCKGD,HOT DOGS,59,546.34
MEAT-PCKGD,HOT DOGS,60,357.65
MEAT-PCKGD,HOT DOGS,61,496.55
MEAT-PCKGD,HOT DOGS,62,602.85
MEAT-PCKGD,HOT DOGS,63,603.26
MEAT-PCKGD,HOT DOGS,64,341.12
MEAT-PCKGD,HOT DOGS,65,478.97
MEAT-PCKGD,HOT DOGS,66,432.4
MEAT-PCKGD,HOT DOGS,67,699.13
MEAT-PCKGD,HOT DOGS,68,466.82
MEAT-PCKGD,HOT DOGS,69,420.27
MEAT-PCKGD,HOT DOGS,70,351.03
MEAT-PCKGD,HOT DOGS,71,452.77
MEAT-PCKGD,HOT DOGS,72,495.58
MEAT-PCKGD,HOT DOGS,73,545.18
MEAT-PCKGD,HOT DOGS,74,318.85
MEAT-PCKGD,HOT DOGS,75,366.25
MEAT-PCKGD,HOT DOGS,76,601.64
MEAT-PCKGD,HOT DOGS,77,310.06
MEAT-PCKGD,HOT DOGS,78,275.54
MEAT-PCKGD,HOT DOGS,79,242.82
MEAT-PCKGD,HOT DOGS,80,267.6
MEAT-PCKGD,HOT DOGS,81,469.2
MEAT-PCKGD,HOT DOGS,82,239.66
MEAT-PCKGD,HOT DOGS,83,290.16
MEAT-PCKGD,HOT DOGS,84,289.58
MEAT-PCKGD,HOT DOGS,85,356.78
MEAT-PCKGD,HOT DOGS,86,330.32
MEAT-PCKGD,HOT DOGS,87,278.78
MEAT-PCKGD,HOT DOGS,88,243.63
MEAT-PCKGD,HOT DOGS,89,239.15
MEAT-PCKGD,HOT DOGS,90,342.75
MEAT-PCKGD,HOT DOGS,91,272.76
MEAT-PCKGD,HOT DOGS,92,206.28
MEAT-PCKGD,HOT DOGS,93,318.02
MEAT-PCKGD,HOT DOGS,94,305.78
MEAT-PCKGD,HOT DOGS,95,436.29
MEAT-PCKGD,HOT DOGS,96,300.35
MEAT-PCKGD,HOT DOGS,97,322.23
MEAT-PCKGD,HOT DOGS,98,386.68
MEAT-PCKGD,HOT DOGS,99,379.13
MEAT-PCKGD,HOT DOGS,100,221.88
MEAT-PCKGD,HOT DOGS,101,276.77
MEAT-PCKGD,HOT DOGS,102,149.93
MEAT-PCKGD,LUNCHMEAT,1,114.01
MEAT-PCKGD,LUNCHMEAT,2,132.37
MEAT-PCKGD,LUNCHMEAT,3,208.66
MEAT-PCKGD,LUNCHMEAT,4,186.08
MEAT-PCKGD,LUNCHMEAT,5,297.62
MEAT-PCKGD,LUNCHMEAT,6,288.52
MEAT-PCKGD,LUNCHMEAT,7,348.96
MEAT-PCKGD,LUNCHMEAT,8,396.72
MEAT-PCKGD,LUNCHMEAT,9,429.69
MEAT-PCKGD,LUNCHMEAT,10,503.92
MEAT-PCKGD,LUNCHMEAT,11,790.6
MEAT-PCKGD,LUNCHMEAT,12,659.25
MEAT-PCKGD,LUNCHMEAT,13,633.37
MEAT-PCKGD,LUNCHMEAT,14,874.03
MEAT-PCKGD,LUNCHMEAT,15,824.31
MEAT-PCKGD,LUNCHMEAT,16,976.53
MEAT-PCKGD,LUNCHMEAT,17,997.09
MEAT-PCKGD,LUNCHMEAT,18,914.68
MEAT-PCKGD,LUNCHMEAT,19,1110.75
MEAT-PCKGD,LUNCHMEAT,20,1437.46
MEAT-PCKGD,LUNCHMEAT,21,1146.98
MEAT-PCKGD,LUNCHMEAT,22,1046.2
MEAT-PCKGD,LUNCHMEAT,23,924.68
MEAT-PCKGD,LUNCHMEAT,24,981.77
MEAT-PCKGD,LUNCHMEAT,25,927.7
MEAT-PCKGD,LUNCHMEAT,26,1067.94
MEAT-PCKGD,LUNCHMEAT,27,1033.43
MEAT-PCKGD,LUNCHMEAT,28,986.19
MEAT-PCKGD,LUNCHMEAT,29,986.4
MEAT-PCKGD,LUNCHMEAT,30,782.08
MEAT-PCKGD,LUNCHMEAT,31,859.89
MEAT-PCKGD,LUNCHMEAT,32,881.16
MEAT-PCKGD,LUNCHMEAT,33,944.38
MEAT-PCKGD,LUNCHMEAT,34,912.67
MEAT-PCKGD,LUNCHMEAT,35,965.18
MEAT-PCKGD,LUNCHMEAT,36,758.65
MEAT-PCKGD,LUNCHMEAT,37,1233.49
MEAT-PCKGD,LUNCHMEAT,38,1064.9
MEAT-PCKGD,LUNCHMEAT,39,762.23
MEAT-PCKGD,LUNCHMEAT,40,734.18
MEAT-PCKGD,LUNCHMEAT,41,1123.92
MEAT-PCKGD,LUNCHMEAT,42,1279.56
MEAT-PCKGD,LUNCHMEAT,43,890.21
MEAT-PCKGD,LUNCHMEAT,44,951.64
MEAT-PCKGD,LUNCHMEAT,45,934.95
MEAT-PCKGD,LUNCHMEAT,46,1143.82
MEAT-PCKGD,LUNCHMEAT,47,974.52
MEAT-PCKGD,LUNCHMEAT,48,960.95
MEAT-PCKGD,LUNCHMEAT,49,1060.71
MEAT-PCKGD,LUNCHMEAT,50,1001.17
MEAT-PCKGD,LUNCHMEAT,51,1075.08
MEAT-PCKGD,LUNCHMEAT,52,852.31
MEAT-PCKGD,LUNCHMEAT,53,989.07
MEAT-PCKGD,LUNCHMEAT,54,1094.2
MEAT-PCKGD,LUNCHMEAT,55,780.21
MEAT-PCKGD,LUNCHMEAT,56,861.89
MEAT-PCKGD,LUNCHMEAT,57,1012.04
MEAT-PCKGD,LUNCHMEAT,58,911.13
MEAT-PCKGD,LUNCHMEAT,59,1142.39
MEAT-PCKGD,LUNCHMEAT,60,915.25
MEAT-PCKGD,LUNCHMEAT,61,973.04
MEAT-PCKGD,LUNCHMEAT,62,838.47
MEAT-PCKGD,LUNCHMEAT,63,1097.47
MEAT-PCKGD,LUNCHMEAT,64,1073.11
MEAT-PCKGD,LUNCHMEAT,65,1064.86
MEAT-PCKGD,LUNCHMEAT,66,978.44
MEAT-PCKGD,LUNCHMEAT,67,1083.22
MEAT-PCKGD,LUNCHMEAT,68,1068.09
MEAT-PCKGD,LUNCHMEAT,69,1047.59
MEAT-PCKGD,LUNCHMEAT,70,1035.1
MEAT-PCKGD,LUNCHMEAT,71,946.18
MEAT-PCKGD,LUNCHMEAT,72,1147.33
MEAT-PCKGD,LUNCHMEAT,73,1024.51
MEAT-PCKGD,LUNCHMEAT,74,1328.56
MEAT-PCKGD,LUNCHMEAT,75,987.21
MEAT-PCKGD,LUNCHMEAT,76,1052.1
MEAT-PCKGD,LUNCHMEAT,77,1049.81
MEAT-PCKGD,LUNCHMEAT,78,947.43
MEAT-PCKGD,LUNCHMEAT,79,870.03
MEAT-PCKGD,LUNCHMEAT,80,1092.92
MEAT-PCKGD,LUNCHMEAT,81,1130.63
MEAT-PCKGD,LUNCHMEAT,82,822.07
MEAT-PCKGD,LUNCHMEAT,83,994.56
MEAT-PCKGD,LUNCHMEAT,84,845.94
MEAT-PCKGD,LUNCHMEAT,85,1182.42
MEAT-PCKGD,LUNCHMEAT,86,895.71
MEAT-PCKGD,LUNCHMEAT,87,758.17
MEAT-PCKGD,LUNCHMEAT,88,746.58
MEAT-PCKGD,LUNCHMEAT,89,882.99
MEAT-PCKGD,LUNCHMEAT,90,939.87
MEAT-PCKGD,LUNCHMEAT,91,992.8
MEAT-PCKGD,LUNCHMEAT,92,798.76
MEAT-PCKGD,LUNCHMEAT,93,1093.08
MEAT-PCKGD,LUNCHMEAT,94,1287.8
MEAT-PCKGD,LUNCHMEAT,95,1068.13
MEAT-PCKGD,LUNCHMEAT,96,1032.29
MEAT-PCKGD,LUNCHMEAT,97,1051.1
MEAT-PCKGD,LUNCHMEAT,98,1234.67
MEAT-PCKGD,LUNCHMEAT,99,1183.68
MEAT-PCKGD,LUNCHMEAT,100,839.56
MEAT-PCKGD,LUNCHMEAT,101,892.24
MEAT-PCKGD,LUNCHMEAT,102,605.98
MEAT-PCKGD,MEAT - MISC,1,50.23
MEAT-PCKGD,MEAT - MISC,2,99.33
MEAT-PCKGD,MEAT - MISC,3,147.42
MEAT-PCKGD,MEAT - MISC,4,156.95
MEAT-PCKGD,MEAT - MISC,5,262.59
MEAT-PCKGD,MEAT - MISC,6,182.05
MEAT-PCKGD,MEAT - MISC,7,269.11
MEAT-PCKGD,MEAT - MISC,8,196.56
MEAT-PCKGD,MEAT - MISC,9,333.9
MEAT-PCKGD,MEAT - MISC,10,588.42
MEAT-PCKGD,MEAT - MISC,11,613.98
MEAT-PCKGD,MEAT - MISC,12,542.48
MEAT-PCKGD,MEAT - MISC,13,594.03
MEAT-PCKGD,MEAT - MISC,14,573.19
MEAT-PCKGD,MEAT - MISC,15,846.49
MEAT-PCKGD,MEAT - MISC,16,672.13
MEAT-PCKGD,MEAT - MISC,17,735.8
MEAT-PCKGD,MEAT - MISC,18,630.0
MEAT-PCKGD,MEAT - MISC,19,656.15
MEAT-PCKGD,MEAT - MISC,20,775.16
MEAT-PCKGD,MEAT - MISC,21,816.26
MEAT-PCKGD,MEAT - MISC,22,617.83
MEAT-PCKGD,MEAT - MISC,23,527.03
MEAT-PCKGD,MEAT - MISC,24,1064.1
MEAT-PCKGD,MEAT - MISC,25,765.62
MEAT-PCKGD,MEAT - MISC,26,821.84
MEAT-PCKGD,MEAT - MISC,27,557.81
MEAT-PCKGD,MEAT - MISC,28,695.47
MEAT-PCKGD,MEAT - MISC,29,611.88
MEAT-PCKGD,MEAT - MISC,30,597.1
MEAT-PCKGD,MEAT - MISC,31,497.8
MEAT-PCKGD,MEAT - MISC,32,626.04
MEAT-PCKGD,MEAT - MISC,33,673.07
MEAT-PCKGD,MEAT - MISC,34,446.71
MEAT-PCKGD,MEAT - MISC,35,433.82
MEAT-PCKGD,MEAT - MISC,36,392.12
MEAT-PCKGD,MEAT - MISC,37,697.7
MEAT-PCKGD,MEAT - MISC,38,751.56
MEAT-PCKGD,MEAT - MISC,39,469.87
MEAT-PCKGD,MEAT - MISC,40,470.33
MEAT-PCKGD,MEAT - MISC,41,593.84
MEAT-PCKGD,MEAT - MISC,42,1020.73
MEAT-PCKGD,MEAT - MISC,43,714.65
MEAT-PCKGD,MEAT - MISC,44,748.83
MEAT-PCKGD,MEAT - MISC,45,620.47
MEAT-PCKGD,MEAT - MISC,46,945.53
MEAT-PCKGD,MEAT - MISC,47,617.44
MEAT-PCKGD,MEAT - MISC,48,509.28
MEAT-PCKGD,MEAT - MISC,49,540.15
MEAT-PCKGD,MEAT - MISC,50,783.88
MEAT-PCKGD,MEAT - MISC,51,731.31
MEAT-PCKGD,MEAT - MISC,52,480.69
MEAT-PCKGD,MEAT - MISC,53,585.89
MEAT-PCKGD,MEAT - MISC,54,764.88
MEAT-PCKGD,MEAT - MISC,55,818.09
MEAT-PCKGD,MEAT - MISC,56,844.67
MEAT-PCKGD,MEAT - MISC,57,704.58
MEAT-PCKGD,MEAT - MISC,58,764.89
MEAT-PCKGD,MEAT - MISC,59,1033.91
MEAT-PCKGD,MEAT - MISC,60,725.91
MEAT-PCKGD,MEAT - MISC,61,713.13
MEAT-PCKGD,MEAT - MISC,62,955.25
MEAT-PCKGD,MEAT - MISC,63,945.23
MEAT-PCKGD,MEAT - MISC,64,762.33
MEAT-PCKGD,MEAT - MISC,65,685.58
MEAT-PCKGD,MEAT - MISC,66,676.28
MEAT-PCKGD,MEAT - MISC,67,1232.58
MEAT-PCKGD,MEAT - MISC,68,861.29
MEAT-PCKGD,MEAT - MISC,69,716.46
MEAT-PCKGD,MEAT - MISC,70,769.69
MEAT-PCKGD,MEAT - MISC,71,735.28
MEAT-PCKGD,MEAT - MISC,72,1117.44
MEAT-PCKGD,MEAT - MISC,73,776.2
MEAT-PCKGD,MEAT - MISC,74,612.86
MEAT-PCKGD,MEAT - MISC,75,637.56
MEAT-PCKGD,MEAT - MISC,76,915.5
MEAT-PCKGD,MEAT - MISC,77,879.96
MEAT-PCKGD,MEAT - MISC,78,563.66
MEAT-PCKGD,MEAT - MISC,79,527.13
MEAT-PCKGD,MEAT - MISC,80,773.87
MEAT-PCKGD,MEAT - MISC,81,807.93
MEAT-PCKGD,MEAT - MISC,82,654.95
MEAT-PCKGD,MEAT - MISC,83,563.02
MEAT-PCKGD,MEAT - MISC,84,501.97
MEAT-PCKGD,MEAT - MISC,85,772.44
MEAT-PCKGD,MEAT - MISC,86,626.97
MEAT-PCKGD,MEAT - MISC,87,513.73
MEAT-PCKGD,MEAT - MISC,88,364.27
MEAT-PCKGD,MEAT - MISC,89,797.47
MEAT-PCKGD,MEAT - MISC,90,750.93
MEAT-PCKGD,MEAT - MISC,91,410.84
MEAT-PCKGD,MEAT - MISC,92,402.74
MEAT-PCKGD,MEAT - MISC,93,707.7
MEAT-PCKGD,MEAT - MISC,94,1080.9
MEAT-PCKGD,MEAT - MISC,95,848.01
MEAT-PCKGD,MEAT - MISC,96,512.83
MEAT-PCKGD,MEAT - MISC,97,603.67
MEAT-PCKGD,MEAT - MISC,98,979.25
MEAT-PCKGD,MEAT - MISC,99,753.09
MEAT-PCKGD,MEAT - MISC,100,439.79
MEAT-PCKGD,MEAT - MISC,101,445.86
MEAT-PCKGD,MEAT - MISC,102,432.41
MEAT-PCKGD,MISCELLANEOUS,1,5.49
MEAT-PCKGD,MISCELLANEOUS,2,20.32
MEAT-PCKGD,MISCELLANEOUS,3,30.28
MEAT-PCKGD,MISCELLANEOUS,4,8.36
MEAT-PCKGD,MISCELLANEOUS,5,9.07
MEAT-PCKGD,MISCELLANEOUS,6,20.95
MEAT-PCKGD,MISCELLANEOUS,7,23.34
MEAT-PCKGD,MISCELLANEOUS,8,25.86
MEAT-PCKGD,MISCELLANEOUS,9,14.04
MEAT-PCKGD,MISCELLANEOUS,10,38.3
MEAT-PCKGD,MISCELLANEOUS,11,38.24
MEAT-PCKGD,MISCELLANEOUS,12,36.43
MEAT-PCKGD,MISCELLANEOUS,13,61.56
MEAT-PCKGD,MISCELLANEOUS,14,47.1
MEAT-PCKGD,MISCELLANEOUS,15,78.5
MEAT-PCKGD,MISCELLANEOUS,16,50.66
MEAT-PCKGD,MISCELLANEOUS,17,52.26
MEAT-PCKGD,MISCELLANEOUS,18,57.58
MEAT-PCKGD,MISCELLANEOUS,19,54.76
MEAT-PCKGD,MISCELLANEOUS,20,59.64
MEAT-PCKGD,MISCELLANEOUS,21,40.72
MEAT-PCKGD,MISCELLANEOUS,22,65.83
MEAT-PCKGD,MISCELLANEOUS,23,39.48
MEAT-PCKGD,MISCELLANEOUS,24,60.44
MEAT-PCKGD,MISCELLANEOUS,25,32.27
MEAT-PCKGD,MISCELLANEOUS,26,67.14
MEAT-PCKGD,MISCELLANEOUS,27,53.43
MEAT-PCKGD,MISCELLANEOUS,28,48.57
MEAT-PCKGD,MISCELLANEOUS,29,67.38
MEAT-PCKGD,MISCELLANEOUS,30,53.1
MEAT-PCKGD,MISCELLANEOUS,31,66.64
MEAT-PCKGD,MISCELLANEOUS,32,61.55
MEAT-PCKGD,MISCELLANEOUS,33,61.56
MEAT-PCKGD,MISCELLANEOUS,34,51.13
MEAT-PCKGD,MISCELLANEOUS,35,98.08
MEAT-PCKGD,MISCELLANEOUS,36,110.55
MEAT-PCKGD,MISCELLANEOUS,37,70.93
MEAT-PCKGD,MISCELLANEOUS,38,99.01
MEAT-PCKGD,MISCELLANEOUS,39,79.14
MEAT-PCKGD,MISCELLANEOUS,40,120.92
MEAT-PCKGD,MISCELLANEOUS,41,100.46
MEAT-PCKGD,MISCELLANEOUS,42,52.94
MEAT-PCKGD,MISCELLANEOUS,43,60.46
MEAT-PCKGD,MISCELLANEOUS,44,57.34
MEAT-PCKGD,MISCELLANEOUS,45,61.56
MEAT-PCKGD,MISCELLANEOUS,46,64.63
MEAT-PCKGD,MISCELLANEOUS,47,35.65
MEAT-PCKGD,MISCELLANEOUS,48,30.08
MEAT-PCKGD,MISCELLANEOUS,49,50.5
MEAT-PCKGD,MISCELLANEOUS,50,84.39
MEAT-PCKGD,MISCELLANEOUS,51,59.33
MEAT-PCKGD,MISCELLANEOUS,52,65.53
MEAT-PCKGD,MISCELLANEOUS,53,67.8
MEAT-PCKGD,MISCELLANEOUS,54,75.23
MEAT-PCKGD,MISCELLANEOUS,55,42.58
MEAT-PCKGD,MISCELLANEOUS,56,45.48
MEAT-PCKGD,MISCELLANEOUS,57,41.74
MEAT-PCKGD,MISCELLANEOUS,58,76.91
MEAT-PCKGD,MISCELLANEOUS,59,82.42
MEAT-PCKGD,MISCELLANEOUS,60,49.92
MEAT-PCKGD,MISCELLANEOUS,61,59.16
MEAT-PCKGD,MISCELLANEOUS,62,104.46
MEAT-PCKGD,MISCELLANEOUS,63,57.06
MEAT-PCKGD,MISCELLANEOUS,64,50.75
MEAT-PCKGD,MISCELLANEOUS,65,74.16
MEAT-PCKGD,MISCELLANEOUS,66,38.19
MEAT-PCKGD,MISCELLANEOUS,67,71.51
MEAT-PCKGD,MISCELLANEOUS,68,69.61
MEAT-PCKGD,MISCELLANEOUS,69,45.25
MEAT-PCKGD,MISCELLANEOUS,70,46.03
MEAT-PCKGD,MISCELLANEOUS,71,48.2
MEAT-PCKGD,MISCELLANEOUS,72,73.73
MEAT-PCKGD,MISCELLANEOUS,73,55.64
MEAT-PCKGD,MISCELLANEOUS,74,67.3
MEAT-PCKGD,MISCELLANEOUS,75,64.0
MEAT-PCKGD,MISCELLANEOUS,76,41.88
MEAT-PCKGD,MISCELLANEOUS,77,54.58
MEAT-PCKGD,MISCELLANEOUS,78,42.31
MEAT-PCKGD,MISCELLANEOUS,79,44.85
MEAT-PCKGD,MISCELLANEOUS,80,45.4
MEAT-PCKGD,MISCELLANEOUS,81,78.01
MEAT-PCKGD,MISCELLANEOUS,82,58.63
MEAT-PCKGD,MISCELLANEOUS,83,50.78
MEAT-PCKGD,MISCELLANEOUS,84,48.59
MEAT-PCKGD,MISCELLANEOUS,85,55.04
MEAT-PCKGD,MISCELLANEOUS,86,106.09
MEAT-PCKGD,MISCELLANEOUS,87,97.62
MEAT-PCKGD,MISCELLANEOUS,88,50.7
MEAT-PCKGD,MISCELLANEOUS,89,48.05
MEAT-PCKGD,MISCELLANEOUS,90,42.61
MEAT-PCKGD,MISCELLANEOUS,91,41.51
MEAT-PCKGD,MISCELLANEOUS,92,102.99
MEAT-PCKGD,MISCELLANEOUS,93,160.22
MEAT-PCKGD,MISCELLANEOUS,94,87.51
MEAT-PCKGD,MISCELLANEOUS,95,69.21
MEAT-PCKGD,MISCELLANEOUS,96,45.38
MEAT-PCKGD,MISCELLANEOUS,97,90.58
MEAT-PCKGD,MISCELLANEOUS,98,64.25
MEAT-PCKGD,MISCELLANEOUS,99,81.22
MEAT-PCKGD,MISCELLANEOUS,100,46.7
MEAT-PCKGD,MISCELLANEOUS,101,73.72
MEAT-PCKGD,MISCELLANEOUS,102,37.65
MEAT-WHSE,COUPON,76,5.0
MEAT-WHSE,COUPON,77,1.0
MEAT-WHSE,COUPON,78,1.0
PASTRY,BAKERY PARTY TRAYS,10,3.99
PASTRY,BAKERY PARTY TRAYS,14,1.39
PASTRY,BAKERY PARTY TRAYS,15,44.82
PASTRY,BAKERY PARTY TRAYS,20,3.99
PASTRY,BAKERY PARTY TRAYS,26,8.34
PASTRY,BAKERY PARTY TRAYS,27,3.12
PASTRY,BAKERY PARTY TRAYS,28,1.39
PASTRY,BAKERY PARTY TRAYS,29,5.99
PASTRY,BAKERY PARTY TRAYS,30,12.98
PASTRY,BAKERY PARTY TRAYS,31,10.98
PASTRY,BAKERY PARTY TRAYS,32,16.97
PASTRY,BAKERY PARTY TRAYS,33,17.97
PASTRY,BAKERY PARTY TRAYS,34,4.99
PASTRY,BAKERY PARTY TRAYS,37,21.96
PASTRY,BAKERY PARTY TRAYS,38,15.97
PASTRY,BAKERY PARTY TRAYS,39,39.94
PASTRY,BAKERY PARTY TRAYS,40,5.99
PASTRY,BAKERY PARTY TRAYS,41,7.98
PASTRY,BAKERY PARTY TRAYS,42,5.99
PASTRY,BAKERY PARTY TRAYS,43,4.99
PASTRY,BAKERY PARTY TRAYS,44,11.98
PASTRY,BAKERY PARTY TRAYS,45,18.97
PASTRY,BAKERY PARTY TRAYS,46,4.99
PASTRY,BAKERY PARTY TRAYS,47,26.02
PASTRY,BAKERY PARTY TRAYS,48,9.98
PASTRY,BAKERY PARTY TRAYS,49,3.99
PASTRY,BAKERY PARTY TRAYS,51,3.99
PASTRY,BAKERY PARTY TRAYS,52,3.99
PASTRY,BAKERY PARTY TRAYS,53,5.99
PASTRY,BAKERY PARTY TRAYS,55,13.48
PASTRY,BAKERY PARTY TRAYS,56,7.49
PASTRY,BAKERY PARTY TRAYS,57,5.99
PASTRY,BAKERY PARTY TRAYS,58,5.99
PASTRY,BAKERY PARTY TRAYS,60,12.99
PASTRY,BAKERY PARTY TRAYS,61,5.99
PASTRY,BAKERY PARTY TRAYS,62,14.27
