department,commodity_desc,week_no,weekly_sales_value
GROCERY,FROZEN BREAD/DOUGH,2,33.88
GROCERY,FROZEN BREAD/DOUGH,3,21.29
GROCERY,FROZEN BREAD/DOUGH,4,45.38
GROCERY,FROZEN BREAD/DOUGH,5,59.69
GROCERY,FROZEN BREAD/DOUGH,6,89.63
GROCERY,FROZEN BREAD/DOUGH,7,84.26
GROCERY,FROZEN BREAD/DOUGH,8,61.3
GROCERY,FROZEN BREAD/DOUGH,9,65.7
GROCERY,FROZEN BREAD/DOUGH,10,109.61
GROCERY,FROZEN BREAD/DOUGH,11,110.82
GROCERY,FROZEN BREAD/DOUGH,12,93.39
GROCERY,FROZEN BREAD/DOUGH,13,109.68
GROCERY,FROZEN BREAD/DOUGH,14,109.13
GROCERY,FROZEN BREAD/DOUGH,15,152.23
GROCERY,FROZEN BREAD/DOUGH,16,184.46
GROCERY,FROZEN BREAD/DOUGH,17,190.96
GROCERY,FROZEN BREAD/DOUGH,18,160.22
GROCERY,FROZEN BREAD/DOUGH,19,152.61
GROCERY,FROZEN BREAD/DOUGH,20,189.25
GROCERY,FROZEN BREAD/DOUGH,21,152.8
GROCERY,FROZEN BREAD/DOUGH,22,191.43
GROCERY,FROZEN BREAD/DOUGH,23,200.42
GROCERY,FROZEN BREAD/DOUGH,24,213.6
GROCERY,FROZEN BREAD/DOUGH,25,171.73
GROCERY,FROZEN BREAD/DOUGH,26,151.47
GROCERY,FROZEN BREAD/DOUGH,27,171.76
GROCERY,FROZEN BREAD/DOUGH,28,198.99
GROCERY,FROZEN BREAD/DOUGH,29,219.15
GROCERY,FROZEN BREAD/DOUGH,30,231.0
GROCERY,FROZEN BREAD/DOUGH,31,246.48
GROCERY,FROZEN BREAD/DOUGH,32,172.16
GROCERY,FROZEN BREAD/DOUGH,33,222.22
GROCERY,FROZEN BREAD/DOUGH,34,266.09
GROCERY,FROZEN BREAD/DOUGH,35,308.51
GROCERY,FROZEN BREAD/DOUGH,36,209.61
GROCERY,FROZEN BREAD/DOUGH,37,269.59
GROCERY,FROZEN BREAD/DOUGH,38,244.81
GROCERY,FROZEN BREAD/DOUGH,39,218.46
GROCERY,FROZEN BREAD/DOUGH,40,293.62
GROCERY,FROZEN BREAD/DOUGH,41,273.59
GROCERY,FROZEN BREAD/DOUGH,42,263.55
GROCERY,FROZEN BREAD/DOUGH,43,249.12
GROCERY,FROZEN BREAD/DOUGH,44,210.02
GROCERY,FROZEN BREAD/DOUGH,45,215.37
GROCERY,FROZEN BREAD/DOUGH,46,226.98
GROCERY,FROZEN BREAD/DOUGH,47,252.41
GROCERY,FROZEN BREAD/DOUGH,48,187.02
GROCERY,FROZEN BREAD/DOUGH,49,244.01
GROCERY,FROZEN BREAD/DOUGH,50,213.84
GROCERY,FROZEN BREAD/DOUGH,51,183.13
GROCERY,FROZEN BREAD/DOUGH,52,196.77
GROCERY,FROZEN BREAD/DOUGH,53,223.31
GROCERY,FROZEN BREAD/DOUGH,54,228.81
GROCERY,FROZEN BREAD/DOUGH,55,186.94
GROCERY,FROZEN BREAD/DOUGH,56,186.57
GROCERY,FROZEN BREAD/DOUGH,57,146.11
GROCERY,FROZEN BREAD/DOUGH,58,219.91
GROCERY,FROZEN BREAD/DOUGH,59,235.23
GROCERY,FROZEN BREAD/DOUGH,60,224.9
GROCERY,FROZEN BREAD/DOUGH,61,173.89
GROCERY,FROZEN BREAD/DOUGH,62,127.94
GROCERY,FROZEN BREAD/DOUGH,63,225.28
GROCERY,FROZEN BREAD/DOUGH,64,225.78
GROCERY,FROZEN BREAD/DOUGH,65,157.24
GROCERY,FROZEN BREAD/DOUGH,66,129.99
GROCERY,FROZEN BREAD/DOUGH,67,160.65
GROCERY,FROZEN BREAD/DOUGH,68,218.79
GROCERY,FROZEN BREAD/DOUGH,69,145.48
GROCERY,FROZEN BREAD/DOUGH,70,183.06
GROCERY,FROZEN BREAD/DOUGH,71,209.46
GROCERY,FROZEN BREAD/DOUGH,72,188.91
GROCERY,FROZEN BREAD/DOUGH,73,191.94
GROCERY,FROZEN BREAD/DOUGH,74,164.9
GROCERY,FROZEN BREAD/DOUGH,75,165.66
GROCERY,FROZEN BREAD/DOUGH,76,225.16
GROCERY,FROZEN BREAD/DOUGH,77,184.4
GROCERY,FROZEN BREAD/DOUGH,78,180.61
GROCERY,FROZEN BREAD/DOUGH,79,184.69
GROCERY,FROZEN BREAD/DOUGH,80,210.77
GROCERY,FROZEN BREAD/DOUGH,81,224.55
GROCERY,FROZEN BREAD/DOUGH,82,209.52
GROCERY,FROZEN BREAD/DOUGH,83,216.35
GROCERY,FROZEN BREAD/DOUGH,84,175.94
GROCERY,FROZEN BREAD/DOUGH,85,266.22
GROCERY,FROZEN BREAD/DOUGH,86,284.74
GROCERY,FROZEN BREAD/DOUGH,87,326.41
GROCERY,FROZEN BREAD/DOUGH,88,171.09
GROCERY,FROZEN BREAD/DOUGH,89,254.79
GROCERY,FROZEN BREAD/DOUGH,90,237.27
GROCERY,FROZEN BREAD/DOUGH,91,208.6
GROCERY,FROZEN BREAD/DOUGH,92,286.75
GROCERY,FROZEN BREAD/DOUGH,93,260.88
GROCERY,FROZEN BREAD/DOUGH,94,192.07
GROCERY,FROZEN BREAD/DOUGH,95,213.95
GROCERY,FROZEN BREAD/DOUGH,96,175.35
GROCERY,FROZEN BREAD/DOUGH,97,210.2
GROCERY,FROZEN BREAD/DOUGH,98,245.82
GROCERY,FROZEN BREAD/DOUGH,99,223.08
GROCERY,FROZEN BREAD/DOUGH,100,230.3
GROCERY,FROZEN BREAD/DOUGH,101,228.09
GROCERY,FROZEN BREAD/DOUGH,102,99.98
GROCERY,FROZEN CHICKEN,3,32.97
GROCERY,FROZEN CHICKEN,10,10.99
GROCERY,FROZEN CHICKEN,12,32.97
GROCERY,FROZEN CHICKEN,13,10.99
GROCERY,FROZEN CHICKEN,17,23.98
GROCERY,FROZEN CHICKEN,19,14.98
GROCERY,FROZEN CHICKEN,20,23.98
GROCERY,FROZEN CHICKEN,22,12.98
GROCERY,FROZEN CHICKEN,23,9.99
GROCERY,FROZEN CHICKEN,24,12.98
GROCERY,FROZEN CHICKEN,28,11.99
GROCERY,FROZEN CHICKEN,29,29.96
GROCERY,FROZEN CHICKEN,30,10.99
GROCERY,FROZEN CHICKEN,31,10.99
GROCERY,FROZEN CHICKEN,32,10.99
GROCERY,FROZEN CHICKEN,33,32.97
GROCERY,FROZEN CHICKEN,34,16.97
GROCERY,FROZEN CHICKEN,35,21.98
GROCERY,FROZEN CHICKEN,37,10.99
GROCERY,FROZEN CHICKEN,38,28.93
GROCERY,FROZEN CHICKEN,40,27.96
GROCERY,FROZEN CHICKEN,41,5.98
GROCERY,FROZEN CHICKEN,42,56.63
GROCERY,FROZEN CHICKEN,43,49.39
GROCERY,FROZEN CHICKEN,44,35.94
GROCERY,FROZEN CHICKEN,45,14.98
GROCERY,FROZEN CHICKEN,46,74.9
GROCERY,FROZEN CHICKEN,47,26.97
GROCERY,FROZEN CHICKEN,48,56.93
GROCERY,FROZEN CHICKEN,49,11.96
GROCERY,FROZEN CHICKEN,50,23.98
GROCERY,FROZEN CHICKEN,52,11.99
GROCERY,FROZEN CHICKEN,53,26.94
GROCERY,FROZEN CHICKEN,54,20.26
GROCERY,FROZEN CHICKEN,55,11.29
GROCERY,FROZEN CHICKEN,56,37.53
GROCERY,FROZEN CHICKEN,57,11.29
GROCERY,FROZEN CHICKEN,58,31.55
GROCERY,FROZEN CHICKEN,59,51.05
GROCERY,FROZEN CHICKEN,60,48.63
GROCERY,FROZEN CHICKEN,61,22.77
GROCERY,FROZEN CHICKEN,62,33.95
GROCERY,FROZEN CHICKEN,63,73.45
GROCERY,FROZEN CHICKEN,64,40.85
GROCERY,FROZEN CHICKEN,65,45.75
GROCERY,FROZEN CHICKEN,66,26.64
GROCERY,FROZEN CHICKEN,67,77.51
GROCERY,FROZEN CHICKEN,68,62.82
GROCERY,FROZEN CHICKEN,69,48.56
GROCERY,FROZEN CHICKEN,70,32.93
GROCERY,FROZEN CHICKEN,71,34.95
GROCERY,FROZEN CHICKEN,72,36.94
GROCERY,FROZEN CHICKEN,73,14.96
GROCERY,FROZEN CHICKEN,74,97.84
GROCERY,FROZEN CHICKEN,75,53.92
GROCERY,FROZEN CHICKEN,76,93.88
GROCERY,FROZEN CHICKEN,77,46.91
GROCERY,FROZEN CHICKEN,78,15.67
GROCERY,FROZEN CHICKEN,79,43.63
GROCERY,FROZEN CHICKEN,80,29.65
GROCERY,FROZEN CHICKEN,81,29.65
GROCERY,FROZEN CHICKEN,82,31.26
GROCERY,FROZEN CHICKEN,83,73.61
GROCERY,FROZEN CHICKEN,84,46.85
GROCERY,FROZEN CHICKEN,85,75.6
GROCERY,FROZEN CHICKEN,86,40.55
GROCERY,FROZEN CHICKEN,87,53.61
GROCERY,FROZEN CHICKEN,88,54.31
GROCERY,FROZEN CHICKEN,89,84.99
GROCERY,FROZEN CHICKEN,90,82.88
GROCERY,FROZEN CHICKEN,91,60.71
GROCERY,FROZEN CHICKEN,92,65.01
GROCERY,FROZEN CHICKEN,93,93.78
GROCERY,FROZEN CHICKEN,94,132.72
GROCERY,FROZEN CHICKEN,95,85.18
GROCERY,FROZEN CHICKEN,96,89.87
GROCERY,FROZEN CHICKEN,97,104.17
GROCERY,FROZEN CHICKEN,98,271.43
GROCERY,FROZEN CHICKEN,99,308.52
GROCERY,FROZEN CHICKEN,100,239.81
GROCERY,FROZEN CHICKEN,101,173.93
GROCERY,FROZEN CHICKEN,102,59.9
GROCERY,FROZEN PIE/DESSERTS,1,4.37
GROCERY,FROZEN PIE/DESSERTS,2,29.19
GROCERY,FROZEN PIE/DESSERTS,3,13.23
GROCERY,FROZEN PIE/DESSERTS,4,42.13
GROCERY,FROZEN PIE/DESSERTS,5,32.67
GROCERY,FROZEN PIE/DESSERTS,6,48.15
GROCERY,FROZEN PIE/DESSERTS,7,67.7
GROCERY,FROZEN PIE/DESSERTS,8,39.76
GROCERY,FROZEN PIE/DESSERTS,9,43.25
GROCERY,FROZEN PIE/DESSERTS,10,133.47
GROCERY,FROZEN PIE/DESSERTS,11,114.58
GROCERY,FROZEN PIE/DESSERTS,12,73.25
GROCERY,FROZEN PIE/DESSERTS,13,98.63
GROCERY,FROZEN PIE/DESSERTS,14,113.5
GROCERY,FROZEN PIE/DESSERTS,15,151.79
GROCERY,FROZEN PIE/DESSERTS,16,156.84
GROCERY,FROZEN PIE/DESSERTS,17,178.91
GROCERY,FROZEN PIE/DESSERTS,18,149.66
GROCERY,FROZEN PIE/DESSERTS,19,134.6
GROCERY,FROZEN PIE/DESSERTS,20,152.33
GROCERY,FROZEN PIE/DESSERTS,21,199.88
GROCERY,FROZEN PIE/DESSERTS,22,110.5
GROCERY,FROZEN PIE/DESSERTS,23,179.59
GROCERY,FROZEN PIE/DESSERTS,24,168.41
GROCERY,FROZEN PIE/DESSERTS,25,172.26
GROCERY,FROZEN PIE/DESSERTS,26,134.83
GROCERY,FROZEN PIE/DESSERTS,27,192.87
GROCERY,FROZEN PIE/DESSERTS,28,152.48
GROCERY,FROZEN PIE/DESSERTS,29,233.61
GROCERY,FROZEN PIE/DESSERTS,30,221.97
GROCERY,FROZEN PIE/DESSERTS,31,228.5
GROCERY,FROZEN PIE/DESSERTS,32,141.57
GROCERY,FROZEN PIE/DESSERTS,33,210.34
GROCERY,FROZEN PIE/DESSERTS,34,216.84
GROCERY,FROZEN PIE/DESSERTS,35,734.74
GROCERY,FROZEN PIE/DESSERTS,36,514.05
GROCERY,FROZEN PIE/DESSERTS,37,87.54
GROCERY,FROZEN PIE/DESSERTS,38,267.76
GROCERY,FROZEN PIE/DESSERTS,39,236.71
GROCERY,FROZEN PIE/DESSERTS,40,493.96
GROCERY,FROZEN PIE/DESSERTS,41,206.11
GROCERY,FROZEN PIE/DESSERTS,42,166.71
GROCERY,FROZEN PIE/DESSERTS,43,178.92
GROCERY,FROZEN PIE/DESSERTS,44,116.16
GROCERY,FROZEN PIE/DESSERTS,45,155.73
GROCERY,FROZEN PIE/DESSERTS,46,218.04
GROCERY,FROZEN PIE/DESSERTS,47,236.75
GROCERY,FROZEN PIE/DESSERTS,48,213.93
GROCERY,FROZEN PIE/DESSERTS,49,167.87
GROCERY,FROZEN PIE/DESSERTS,50,140.59
GROCERY,FROZEN PIE/DESSERTS,51,203.35
GROCERY,FROZEN PIE/DESSERTS,52,219.74
GROCERY,FROZEN PIE/DESSERTS,53,184.52
GROCERY,FROZEN PIE/DESSERTS,54,253.34
GROCERY,FROZEN PIE/DESSERTS,55,254.67
GROCERY,FROZEN PIE/DESSERTS,56,290.43
GROCERY,FROZEN PIE/DESSERTS,57,130.47
GROCERY,FROZEN PIE/DESSERTS,58,204.51
GROCERY,FROZEN PIE/DESSERTS,59,229.47
GROCERY,FROZEN PIE/DESSERTS,60,274.7
GROCERY,FROZEN PIE/DESSERTS,61,257.7
GROCERY,FROZEN PIE/DESSERTS,62,278.85
GROCERY,FROZEN PIE/DESSERTS,63,294.64
GROCERY,FROZEN PIE/DESSERTS,64,236.4
GROCERY,FROZEN PIE/DESSERTS,65,228.93
GROCERY,FROZEN PIE/DESSERTS,66,212.36
GROCERY,FROZEN PIE/DESSERTS,67,267.68
GROCERY,FROZEN PIE/DESSERTS,68,239.63
GROCERY,FROZEN PIE/DESSERTS,69,181.43
GROCERY,FROZEN PIE/DESSERTS,70,166.97
GROCERY,FROZEN PIE/DESSERTS,71,151.43
GROCERY,FROZEN PIE/DESSERTS,72,174.0
GROCERY,FROZEN PIE/DESSERTS,73,174.35
GROCERY,FROZEN PIE/DESSERTS,74,106.08
GROCERY,FROZEN PIE/DESSERTS,75,148.47
GROCERY,FROZEN PIE/DESSERTS,76,201.4
GROCERY,FROZEN PIE/DESSERTS,77,207.18
GROCERY,FROZEN PIE/DESSERTS,78,159.51
GROCERY,FROZEN PIE/DESSERTS,79,195.88
GROCERY,FROZEN PIE/DESSERTS,80,151.96
GROCERY,FROZEN PIE/DESSERTS,81,191.37
GROCERY,FROZEN PIE/DESSERTS,82,191.63
GROCERY,FROZEN PIE/DESSERTS,83,196.93
GROCERY,FROZEN PIE/DESSERTS,84,228.52
GROCERY,FROZEN PIE/DESSERTS,85,433.14
GROCERY,FROZEN PIE/DESSERTS,86,390.9
GROCERY,FROZEN PIE/DESSERTS,87,800.27
GROCERY,FROZEN PIE/DESSERTS,88,606.65
GROCERY,FROZEN PIE/DESSERTS,89,269.84
GROCERY,FROZEN PIE/DESSERTS,90,167.85
GROCERY,FROZEN PIE/DESSERTS,91,324.42
GROCERY,FROZEN PIE/DESSERTS,92,495.05
GROCERY,FROZEN PIE/DESSERTS,93,272.35
GROCERY,FROZEN PIE/DESSERTS,94,134.73
GROCERY,FROZEN PIE/DESSERTS,95,177.88
GROCERY,FROZEN PIE/DESSERTS,96,148.54
GROCERY,FROZEN PIE/DESSERTS,97,128.79
GROCERY,FROZEN PIE/DESSERTS,98,263.4
GROCERY,FROZEN PIE/DESSERTS,99,171.24
GROCERY,FROZEN PIE/DESSERTS,100,208.93
GROCERY,FROZEN PIE/DESSERTS,101,215.01
GROCERY,FROZEN PIE/DESSERTS,102,60.6
GROCERY,FROZEN PIZZA,1,206.75
GROCERY,FROZEN PIZZA,2,189.39
GROCERY,FROZEN PIZZA,3,295.68
GROCERY,FROZEN PIZZA,4,278.91
GROCERY,FROZEN PIZZA,5,436.52
GROCERY,FROZEN PIZZA,6,502.59
GROCERY,FROZEN PIZZA,7,595.27
GROCERY,FROZEN PIZZA,8,507.67
GROCERY,FROZEN PIZZA,9,602.21
GROCERY,FROZEN PIZZA,10,784.39
GROCERY,FROZEN PIZZA,11,1029.33
GROCERY,FROZEN PIZZA,12,1007.56
GROCERY,FROZEN PIZZA,13,964.75
GROCERY,FROZEN PIZZA,14,972.83
GROCERY,FROZEN PIZZA,15,1293.29
GROCERY,FROZEN PIZZA,16,1585.36
GROCERY,FROZEN PIZZA,17,1552.19
GROCERY,FROZEN PIZZA,18,1439.83
GROCERY,FROZEN PIZZA,19,1378.99
GROCERY,FROZEN PIZZA,20,1875.21
GROCERY,FROZEN PIZZA,21,1680.22
GROCERY,FROZEN PIZZA,22,1305.58
GROCERY,FROZEN PIZZA,23,1323.95
GROCERY,FROZEN PIZZA,24,1722.33
GROCERY,FROZEN PIZZA,25,1572.02
GROCERY,FROZEN PIZZA,26,1581.55
GROCERY,FROZEN PIZZA,27,1507.3
GROCERY,FROZEN PIZZA,28,1380.59
GROCERY,FROZEN PIZZA,29,1766.86
GROCERY,FROZEN PIZZA,30,1502.36
GROCERY,FROZEN PIZZA,31,1207.41
GROCERY,FROZEN PIZZA,32,1544.47
GROCERY,FROZEN PIZZA,33,1955.0
GROCERY,FROZEN PIZZA,34,1750.64
GROCERY,FROZEN PIZZA,35,1227.45
GROCERY,FROZEN PIZZA,36,1062.0
GROCERY,FROZEN PIZZA,37,2282.71
GROCERY,FROZEN PIZZA,38,1808.43
GROCERY,FROZEN PIZZA,39,1483.79
GROCERY,FROZEN PIZZA,40,1256.33
GROCERY,FROZEN PIZZA,41,1844.2
GROCERY,FROZEN PIZZA,42,1884.44
GROCERY,FROZEN PIZZA,43,1587.64
GROCERY,FROZEN PIZZA,44,1743.7
GROCERY,FROZEN PIZZA,45,1920.91
GROCERY,FROZEN PIZZA,46,2138.15
GROCERY,FROZEN PIZZA,47,1498.85
GROCERY,FROZEN PIZZA,48,1373.73
GROCERY,FROZEN PIZZA,49,1359.6
GROCERY,FROZEN PIZZA,50,1912.16
GROCERY,FROZEN PIZZA,51,1576.22
GROCERY,FROZEN PIZZA,52,1743.63
GROCERY,FROZEN PIZZA,53,1567.25
GROCERY,FROZEN PIZZA,54,1455.53
GROCERY,FROZEN PIZZA,55,1246.74
GROCERY,FROZEN PIZZA,56,1079.72
GROCERY,FROZEN PIZZA,57,1374.51
GROCERY,FROZEN PIZZA,58,1401.95
GROCERY,FROZEN PIZZA,59,1912.25
GROCERY,FROZEN PIZZA,60,1274.78
GROCERY,FROZEN PIZZA,61,1179.78
GROCERY,FROZEN PIZZA,62,1142.78
GROCERY,FROZEN PIZZA,63,1681.69
GROCERY,FROZEN PIZZA,64,1768.86
GROCERY,FROZEN PIZZA,65,1477.55
GROCERY,FROZEN PIZZA,66,1168.33
GROCERY,FROZEN PIZZA,67,1437.56
GROCERY,FROZEN PIZZA,68,1604.41
GROCERY,FROZEN PIZZA,69,1342.03
GROCERY,FROZEN PIZZA,70,1362.79
GROCERY,FROZEN PIZZA,71,1522.44
GROCERY,FROZEN PIZZA,72,1759.36
GROCERY,FROZEN PIZZA,73,1669.9
GROCERY,FROZEN PIZZA,74,1372.2
GROCERY,FROZEN PIZZA,75,1319.16
GROCERY,FROZEN PIZZA,76,1517.31
GROCERY,FROZEN PIZZA,77,1400.6
GROCERY,FROZEN PIZZA,78,1510.72
GROCERY,FROZEN PIZZA,79,1440.09
GROCERY,FROZEN PIZZA,80,1504.43
GROCERY,FROZEN PIZZA,81,1848.28
GROCERY,FROZEN PIZZA,82,1680.39
GROCERY,FROZEN PIZZA,83,1435.56
GROCERY,FROZEN PIZZA,84,1360.01
GROCERY,FROZEN PIZZA,85,2089.92
GROCERY,FROZEN PIZZA,86,1411.12
GROCERY,FROZEN PIZZA,87,1636.02
GROCERY,FROZEN PIZZA,88,1287.52
GROCERY,FROZEN PIZZA,89,2043.47
GROCERY,FROZEN PIZZA,90,1739.32
GROCERY,FROZEN PIZZA,91,1622.67
GROCERY,FROZEN PIZZA,92,1468.42
GROCERY,FROZEN PIZZA,93,1825.85
GROCERY,FROZEN PIZZA,94,2045.93
GROCERY,FROZEN PIZZA,95,1468.57
GROCERY,FROZEN PIZZA,96,1507.14
GROCERY,FROZEN PIZZA,97,1639.11
GROCERY,FROZEN PIZZA,98,2186.36
GROCERY,FROZEN PIZZA,99,2200.11
GROCERY,FROZEN PIZZA,100,1691.5
GROCERY,FROZEN PIZZA,101,1421.19
GROCERY,FROZEN PIZZA,102,931.13
GROCERY,FRZN BREAKFAST FOODS,1,48.64
GROCERY,FRZN BREAKFAST FOODS,2,42.81
GROCERY,FRZN BREAKFAST FOODS,3,44.12
GROCERY,FRZN BREAKFAST FOODS,4,40.74
GROCERY,FRZN BREAKFAST FOODS,5,67.62
GROCERY,FRZN BREAKFAST FOODS,6,112.79
GROCERY,FRZN BREAKFAST FOODS,7,75.35
GROCERY,FRZN BREAKFAST FOODS,8,124.98
GROCERY,FRZN BREAKFAST FOODS,9,102.09
GROCERY,FRZN BREAKFAST FOODS,10,108.99
GROCERY,FRZN BREAKFAST FOODS,11,129.31
GROCERY,FRZN BREAKFAST FOODS,12,126.24
GROCERY,FRZN BREAKFAST FOODS,13,153.69
GROCERY,FRZN BREAKFAST FOODS,14,191.79
GROCERY,FRZN BREAKFAST FOODS,15,176.11
GROCERY,FRZN BREAKFAST FOODS,16,220.28
GROCERY,FRZN BREAKFAST FOODS,17,270.39
GROCERY,FRZN BREAKFAST FOODS,18,187.39
GROCERY,FRZN BREAKFAST FOODS,19,264.14
GROCERY,FRZN BREAKFAST FOODS,20,235.77
GROCERY,FRZN BREAKFAST FOODS,21,251.86
GROCERY,FRZN BREAKFAST FOODS,22,200.93
GROCERY,FRZN BREAKFAST FOODS,23,231.51
GROCERY,FRZN BREAKFAST FOODS,24,275.88
GROCERY,FRZN BREAKFAST FOODS,25,275.23
GROCERY,FRZN BREAKFAST FOODS,26,222.13
GROCERY,FRZN BREAKFAST FOODS,27,266.37
GROCERY,FRZN BREAKFAST FOODS,28,252.06
GROCERY,FRZN BREAKFAST FOODS,29,240.61
GROCERY,FRZN BREAKFAST FOODS,30,211.3
GROCERY,FRZN BREAKFAST FOODS,31,247.12
GROCERY,FRZN BREAKFAST FOODS,32,188.19
GROCERY,FRZN BREAKFAST FOODS,33,290.23
GROCERY,FRZN BREAKFAST FOODS,34,254.09
GROCERY,FRZN BREAKFAST FOODS,35,248.63
GROCERY,FRZN BREAKFAST FOODS,36,213.02
GROCERY,FRZN BREAKFAST FOODS,37,371.06
GROCERY,FRZN BREAKFAST FOODS,38,217.03
GROCERY,FRZN BREAKFAST FOODS,39,212.02
GROCERY,FRZN BREAKFAST FOODS,40,136.48
GROCERY,FRZN BREAKFAST FOODS,41,184.75
GROCERY,FRZN BREAKFAST FOODS,42,361.59
GROCERY,FRZN BREAKFAST FOODS,43,297.18
GROCERY,FRZN BREAKFAST FOODS,44,289.49
GROCERY,FRZN BREAKFAST FOODS,45,229.48
GROCERY,FRZN BREAKFAST FOODS,46,297.04
GROCERY,FRZN BREAKFAST FOODS,47,286.56
GROCERY,FRZN BREAKFAST FOODS,48,358.04
GROCERY,FRZN BREAKFAST FOODS,49,298.17
GROCERY,FRZN BREAKFAST FOODS,50,294.75
GROCERY,FRZN BREAKFAST FOODS,51,297.17
GROCERY,FRZN BREAKFAST FOODS,52,381.77
GROCERY,FRZN BREAKFAST FOODS,53,253.53
GROCERY,FRZN BREAKFAST FOODS,54,347.34
GROCERY,FRZN BREAKFAST FOODS,55,310.53
GROCERY,FRZN BREAKFAST FOODS,56,176.67
GROCERY,FRZN BREAKFAST FOODS,57,249.18
GROCERY,FRZN BREAKFAST FOODS,58,283.72
GROCERY,FRZN BREAKFAST FOODS,59,359.34
GROCERY,FRZN BREAKFAST FOODS,60,289.82
GROCERY,FRZN BREAKFAST FOODS,61,283.94
GROCERY,FRZN BREAKFAST FOODS,62,192.27
GROCERY,FRZN BREAKFAST FOODS,63,308.19
GROCERY,FRZN BREAKFAST FOODS,64,235.64
GROCERY,FRZN BREAKFAST FOODS,65,225.63
GROCERY,FRZN BREAKFAST FOODS,66,180.72
GROCERY,FRZN BREAKFAST FOODS,67,188.56
GROCERY,FRZN BREAKFAST FOODS,68,241.65
GROCERY,FRZN BREAKFAST FOODS,69,247.85
GROCERY,FRZN BREAKFAST FOODS,70,219.59
GROCERY,FRZN BREAKFAST FOODS,71,217.72
GROCERY,FRZN BREAKFAST FOODS,72,314.26
GROCERY,FRZN BREAKFAST FOODS,73,259.67
GROCERY,FRZN BREAKFAST FOODS,74,228.59
GROCERY,FRZN BREAKFAST FOODS,75,349.63
GROCERY,FRZN BREAKFAST FOODS,76,362.48
GROCERY,FRZN BREAKFAST FOODS,77,286.29
GROCERY,FRZN BREAKFAST FOODS,78,297.53
GROCERY,FRZN BREAKFAST FOODS,79,318.57
GROCERY,FRZN BREAKFAST FOODS,80,289.51
GROCERY,FRZN BREAKFAST FOODS,81,365.76
GROCERY,FRZN BREAKFAST FOODS,82,287.98
GROCERY,FRZN BREAKFAST FOODS,83,323.41
GROCERY,FRZN BREAKFAST FOODS,84,272.53
GROCERY,FRZN BREAKFAST FOODS,85,344.07
GROCERY,FRZN BREAKFAST FOODS,86,313.79
GROCERY,FRZN BREAKFAST FOODS,87,222.77
GROCERY,FRZN BREAKFAST FOODS,88,212.14
GROCERY,FRZN BREAKFAST FOODS,89,399.87
GROCERY,FRZN BREAKFAST FOODS,90,296.31
GROCERY,FRZN BREAKFAST FOODS,91,283.0
GROCERY,FRZN BREAKFAST FOODS,92,184.8
GROCERY,FRZN BREAKFAST FOODS,93,226.66
GROCERY,FRZN BREAKFAST FOODS,94,306.35
GROCERY,FRZN BREAKFAST FOODS,95,333.06
GROCERY,FRZN BREAKFAST FOODS,96,279.93
GROCERY,FRZN BREAKFAST FOODS,97,281.56
GROCERY,FRZN BREAKFAST FOODS,98,288.32
GROCERY,FRZN BREAKFAST FOODS,99,329.11
GROCERY,FRZN BREAKFAST FOODS,100,284.35
GROCERY,FRZN BREAKFAST FOODS,101,305.38
GROCERY,FRZN BREAKFAST FOODS,102,163.15
GROCERY,FRZN FRUITS,1,6.99
GROCERY,FRZN FRUITS,2,7.97
GROCERY,FRZN FRUITS,3,12.5
GROCERY,FRZN FRUITS,4,5.49
GROCERY,FRZN FRUITS,5,18.97
GROCERY,FRZN FRUITS,6,22.18
GROCERY,FRZN FRUITS,7,32.34
GROCERY,FRZN FRUITS,8,14.99
GROCERY,FRZN FRUITS,9,40.0
GROCERY,FRZN FRUITS,10,43.82
GROCERY,FRZN FRUITS,11,31.98
GROCERY,FRZN FRUITS,12,5.0
GROCERY,FRZN FRUITS,13,22.5
GROCERY,FRZN FRUITS,14,47.58
GROCERY,FRZN FRUITS,15,30.23
GROCERY,FRZN FRUITS,16,36.63
GROCERY,FRZN FRUITS,17,42.68
GROCERY,FRZN FRUITS,18,28.98
GROCERY,FRZN FRUITS,19,37.09
GROCERY,FRZN FRUITS,20,74.53
GROCERY,FRZN FRUITS,21,52.73
GROCERY,FRZN FRUITS,22,34.5
GROCERY,FRZN FRUITS,23,43.22
GROCERY,FRZN FRUITS,24,34.99
GROCERY,FRZN FRUITS,25,29.49
GROCERY,FRZN FRUITS,26,37.54
GROCERY,FRZN FRUITS,27,20.96
GROCERY,FRZN FRUITS,28,65.13
GROCERY,FRZN FRUITS,29,51.37
GROCERY,FRZN FRUITS,30,77.48
GROCERY,FRZN FRUITS,31,37.0
GROCERY,FRZN FRUITS,32,59.47
GROCERY,FRZN FRUITS,33,50.99
GROCERY,FRZN FRUITS,34,77.31
GROCERY,FRZN FRUITS,35,59.77
GROCERY,FRZN FRUITS,36,69.38
GROCERY,FRZN FRUITS,37,32.48
GROCERY,FRZN FRUITS,38,35.54
GROCERY,FRZN FRUITS,39,82.47
GROCERY,FRZN FRUITS,40,78.42
GROCERY,FRZN FRUITS,41,53.43
GROCERY,FRZN FRUITS,42,49.37
GROCERY,FRZN FRUITS,43,85.73
GROCERY,FRZN FRUITS,44,82.63
GROCERY,FRZN FRUITS,45,92.5
GROCERY,FRZN FRUITS,46,95.05
GROCERY,FRZN FRUITS,47,60.07
